2,3
2,2
3,2
4,2
3,1
2,0
1,2
0,2
3,0
2,5
3,5
2,4
1,5
4,0
5,2
4,1
5,4
6,4
2,1
2,6
3,7
0,5
1,6
2,7
1,7
5,3
5,5
6,2
7,4
7,5
1,4
0,7
4,5
6,5
7,6
0,4
5,6
4,7
5,1
6,3
1,1
5,7
7,3
0,0
0,1
1,0
1,3
5,0
0,3
7,1
0,6
6,6
3,6
7,2
4,6
7,7
6,7
6,1
6,0
7,0
